time_ms,ax,ay,az,gx,gy,gz,label
119745,3868,-3996,16920,750,-6,105,clean_inspect
119767,4492,-3824,17968,129,-75,-95,clean_inspect
119789,5676,-3716,17996,-934,-1635,-671,clean_inspect
119811,7468,-3900,16936,-1805,-627,460,clean_inspect
119833,7412,-4800,17016,-2212,2242,1780,clean_inspect
119855,8528,-4860,18136,-2937,5611,2915,clean_inspect
119877,9108,-6480,19672,-3567,8980,2453,clean_inspect
119899,10416,-7668,18480,-897,9561,-145,clean_inspect
119921,9672,-5980,15512,-1150,12865,-595,clean_inspect
119943,7800,-5984,13396,-4141,16006,1254,clean_inspect
119965,5972,-6828,12924,-5937,16752,3437,clean_inspect
119987,4732,-7400,12964,-6089,15978,4929,clean_inspect
120009,2224,-5516,10836,-7130,14923,5634,clean_inspect
120031,-532,-5360,9604,-8803,11965,5312,clean_inspect
120053,-2244,-5908,10104,-9607,7982,4324,clean_inspect
120075,-3672,-5840,9064,-8823,4340,3166,clean_inspect
120097,-6212,-4124,8040,-7667,2187,3016,clean_inspect
120119,-7412,-5276,8320,-6401,438,3572,clean_inspect
120141,-8656,-6832,11744,-4156,-1852,3448,clean_inspect
120163,-8984,-6872,13800,-758,-5249,960,clean_inspect
120185,-8576,-5428,14544,4118,-8567,-2721,clean_inspect
120207,-7460,-3212,16864,5682,-9806,-3647,clean_inspect
120229,-5420,-4620,17632,3653,-9159,-3237,clean_inspect
120251,-3252,-5660,17248,4284,-6755,-4422,clean_inspect
120273,-1064,-5716,17056,5803,-2339,-4870,clean_inspect
120295,-1016,-5448,17496,6343,183,-3734,clean_inspect
120317,-1368,-4812,17000,3807,1033,-1995,clean_inspect
120339,-712,-5276,16512,1708,508,-1395,clean_inspect
120361,216,-6008,16604,1666,-64,-1399,clean_inspect
120383,1568,-2572,17496,-424,344,-111,clean_inspect
120405,964,-8796,18120,908,9248,2216,clean_inspect
120427,-1592,-6664,18888,877,14778,5233,clean_inspect
120449,-3636,-5516,18336,2737,10241,3252,clean_inspect
120471,-3912,-4440,17716,490,6747,1062,clean_inspect
120493,-3840,-4376,16164,2478,7168,-42,clean_inspect
120515,-4432,-3416,16624,3218,8034,972,clean_inspect
120537,-5520,-2268,16176,-1359,7942,-947,clean_inspect
120559,-5040,-2744,16228,-7544,11009,-2041,clean_inspect
120581,-4660,-6096,18080,-8552,13500,-3000,clean_inspect
120603,-5632,-8064,18280,-5342,13699,-3365,clean_inspect
120625,-6476,-6368,16640,-6392,13532,-3894,clean_inspect
120647,-6096,-6664,14872,-13906,15381,-2832,clean_inspect
120669,-7112,-10856,12796,-17815,16013,-2237,clean_inspect
120691,-7416,-14016,11448,-10451,15963,-656,clean_inspect
120713,-8472,-12572,10796,-1967,14156,2993,clean_inspect
120735,-9672,-9924,9208,-2419,9874,5685,clean_inspect
120757,-9904,-10440,7536,-4890,6554,6661,clean_inspect
120779,-8980,-10088,7416,-3392,3719,8562,clean_inspect
120801,-9212,-10508,6812,-94,-1057,10156,clean_inspect
120823,-8080,-8852,6928,2511,-5198,10857,clean_inspect
120845,-8128,-7444,8376,2278,-8994,10943,clean_inspect
120867,-7816,-6916,9068,3471,-11585,10880,clean_inspect
120889,-7040,-5768,9184,4786,-11434,10217,clean_inspect
120911,-7064,-4900,9524,5866,-10519,8978,clean_inspect
120933,-6604,-2668,11564,4763,-10097,8412,clean_inspect
120955,-7796,-1568,13112,537,-11486,7590,clean_inspect
120977,-7660,-3200,15612,235,-13422,4610,clean_inspect
120999,-6092,-2764,16620,3198,-13185,2410,clean_inspect
121021,-5572,-1884,17520,1135,-7877,2147,clean_inspect
121043,-6164,-3696,18396,-2600,-2365,1887,clean_inspect
121065,-6864,-7256,19444,-1472,572,1394,clean_inspect
121087,-7944,-5324,18940,-675,-1757,652,clean_inspect
121109,-6692,-5988,15624,2347,-4361,-1402,clean_inspect
121131,-3656,-1112,14812,2541,-1820,-895,clean_inspect
121153,-3504,-3200,15108,-1189,2577,2881,clean_inspect
121175,-4452,-5284,14836,-826,5242,2142,clean_inspect
121197,-5056,-5020,16192,2217,4737,1163,clean_inspect
121219,-6556,-4792,15604,2138,3153,903,clean_inspect
121241,-7312,-3828,14076,1331,1346,417,clean_inspect
121263,-7400,-4176,13232,198,-561,201,clean_inspect
121285,-7000,-4724,12728,695,-1630,18,clean_inspect
121307,-6368,-4188,13128,699,-1485,1148,clean_inspect
121329,-6344,-3772,13736,309,-1079,2341,clean_inspect
121351,-6772,-4416,14500,-1960,-750,2257,clean_inspect
121373,-6960,-5392,14840,-2959,-1647,770,clean_inspect
121395,-6332,-5076,15492,-2127,-1833,-283,clean_inspect
121417,-5532,-5752,15116,-635,-1278,929,clean_inspect
121439,-5572,-5108,15492,-810,1043,3192,clean_inspect
121461,-6500,-5992,15112,-2620,337,3794,clean_inspect
121483,-6744,-5156,15112,-502,-394,2803,clean_inspect
121505,-7048,-4156,14440,644,-622,2753,clean_inspect
121527,-6528,-2688,14080,-966,-556,1602,clean_inspect
121549,-6332,-4112,14872,-166,-220,1550,clean_inspect
121571,-6356,-3868,15132,1370,641,2074,clean_inspect
121593,-6404,-3492,15604,1607,1145,2502,clean_inspect
121615,-6936,-3732,15440,623,944,2615,clean_inspect
121637,-6556,-3760,15568,445,875,2488,clean_inspect
121659,-7208,-3200,15700,913,473,1726,clean_inspect
121681,-6588,-3380,15232,265,677,1865,clean_inspect
121703,-7180,-3684,14696,-616,1253,1732,clean_inspect
121725,-7268,-4468,14852,-1226,1172,1214,clean_inspect
121747,-7388,-4236,14876,-701,572,1531,clean_inspect
121769,-7244,-3648,14888,-418,186,2159,clean_inspect
121791,-7344,-3964,14912,18,210,2593,clean_inspect
121813,-7652,-4028,14320,255,-9,2493,clean_inspect
121835,-7736,-4144,14688,-121,-15,2392,clean_inspect
121857,-7708,-3252,15404,-1089,-1050,3976,clean_inspect
121879,-7896,-3996,15112,-1145,-2261,3913,clean_inspect
121901,-7776,-3576,14740,-1042,-1847,2137,clean_inspect
121923,-6872,-2332,13896,-1120,-1641,388,clean_inspect
121945,-6272,-2180,13644,-220,-42,20,clean_inspect
121967,-6780,-2348,14084,-480,1141,-336,clean_inspect
121989,-6840,-2936,14720,-464,1007,-1756,clean_inspect
122011,-6924,-2168,15528,-508,-252,-2056,clean_inspect
122033,-6340,-3168,15628,1444,-1685,-1484,clean_inspect
122055,-6128,-4828,15936,630,-329,110,clean_inspect
122077,-6708,-4296,16796,2084,1046,-31,clean_inspect
122099,-7108,-3248,16164,2022,964,-201,clean_inspect
122121,-7016,-2312,15596,1530,46,-557,clean_inspect
122143,-6948,-1992,14880,122,-536,-794,clean_inspect
122165,-6956,-2652,14856,-377,-97,-1920,clean_inspect
122187,-6172,-2688,15488,317,895,-1962,clean_inspect
122209,-6600,-2524,15536,417,887,-974,clean_inspect
122231,-7064,-2888,15844,-118,248,5,clean_inspect
122253,-7060,-4168,15744,-246,-1646,206,clean_inspect
122275,-6872,-4288,15732,-717,-2093,16,clean_inspect
122297,-7352,-3620,15140,-1719,-1961,-62,clean_inspect
122319,-7140,-4048,14376,-3576,-1741,679,clean_inspect
122341,-6580,-3556,15024,-5062,-617,1289,clean_inspect
122363,-7060,-3884,14932,-5957,16,1497,clean_inspect
122385,-7012,-4768,14488,-3104,-485,665,clean_inspect
122407,-6416,-4916,13828,1095,-777,251,clean_inspect
122429,-6196,-3536,13676,1701,-709,-135,clean_inspect
122451,-6232,-2236,13728,-308,-463,-18,clean_inspect
122473,-5876,-2884,13768,-2876,-514,365,clean_inspect
122495,-6048,-4488,14120,-2326,161,479,clean_inspect
122517,-6220,-4592,14592,560,626,365,clean_inspect
122539,-6204,-4004,15084,1515,277,41,clean_inspect
122561,-6252,-3232,15264,344,-17,-402,clean_inspect
122583,-6180,-3500,15372,-977,-121,-102,clean_inspect
122605,-6124,-4468,15424,-937,-280,200,clean_inspect
122627,-6156,-4816,15408,-178,349,192,clean_inspect
122649,-6400,-4292,15456,127,851,46,clean_inspect
122671,-6552,-3924,15216,-113,459,-142,clean_inspect
122693,-6456,-3920,14856,-565,388,-142,clean_inspect
122715,-6344,-4312,14856,-315,621,-7,clean_inspect
122737,-6680,-3868,14832,-282,912,214,clean_inspect
122759,-6496,-4012,14892,177,829,60,clean_inspect
122781,-6528,-4020,14824,410,536,43,clean_inspect
122803,-6420,-3796,14772,437,262,-123,clean_inspect
122825,-6496,-3816,14708,191,242,-47,clean_inspect
122847,-6268,-3856,14592,184,50,-14,clean_inspect
122869,-6452,-4020,15100,268,-207,-27,clean_inspect
122891,-6332,-3640,15084,60,-306,-268,clean_inspect
122913,-6252,-3840,14848,-52,-234,-287,clean_inspect
122935,-6332,-3932,14940,-136,131,62,clean_inspect
122957,-6444,-3796,14824,-47,-1,101,clean_inspect
122979,-6272,-3948,15112,-262,61,116,clean_inspect
123001,-6452,-3892,15132,-369,69,63,clean_inspect
123023,-6328,-4172,15348,-106,-270,-197,clean_inspect
123045,-6308,-3656,15184,25,-445,-38,clean_inspect
123067,-5996,-3588,14924,-421,-328,55,clean_inspect
123089,-6148,-3792,14808,-228,164,123,clean_inspect
123111,-6196,-3944,15116,138,199,320,clean_inspect
